3,0,0,0,4,1,0,1,2,3,2,3,2000
3,0,0,0,4,1,0,1,2,4,2,3,1388
3,0,0,0,4,1,0,1,0,3,2,3,1958
3,0,0,0,4,2,0,1,2,2,2,3,259
3,0,0,0,4,2,0,1,2,3,2,3,2009
3,0,0,0,4,2,0,1,2,4,2,3,1393
3,0,0,0,4,2,0,1,2,4,2,0,89
3,0,0,0,4,2,0,1,0,2,2,3,260
3,0,0,0,4,2,0,1,0,3,2,3,2018
3,0,0,0,4,2,0,1,0,4,2,3,1378
3,0,0,0,4,2,0,1,0,4,2,0,103
3,0,0,0,4,3,0,1,2,3,2,3,2058
3,0,0,0,4,3,0,1,0,4,2,3,1444
3,0,0,0,4,4,0,1,2,3,2,3,1726
3,0,0,0,4,4,0,1,0,3,2,3,1753
3,0,0,0,4,0,2,1,2,2,2,3,25
3,0,0,0,4,0,2,1,0,3,2,3,259
3,0,0,0,4,0,0,1,2,2,2,3,3356
3,0,0,0,4,0,0,1,2,3,2,3,31101
3,0,0,0,4,0,0,1,2,3,2,0,3314
3,0,0,0,4,0,0,1,2,4,2,3,21040
3,0,0,0,4,0,0,1,0,2,2,3,3369
3,0,0,0,4,0,0,1,0,3,2,3,31402
3,0,0,0,4,0,0,1,0,3,2,0,3314
3,0,0,0,4,0,0,1,0,4,2,3,20860
4,0,0,1,4,1,0,1,2,3,2,3,70
4,0,0,1,4,1,0,1,0,4,2,3,58
4,0,0,1,4,0,0,1,2,3,2,3,942
4,0,0,1,4,0,0,1,2,4,2,3,630
4,0,0,1,4,0,0,1,0,3,2,3,940
4,0,0,5,4,4,5,1,2,2,2,3,83
4,0,0,5,4,4,5,1,0,3,2,3,1567
4,0,0,0,4,1,0,1,2,3,2,3,5337
4,0,0,0,4,1,0,1,2,4,2,3,4034
4,0,0,0,4,1,0,1,0,2,2,3,540
4,0,0,0,4,1,0,1,0,3,2,3,5407
4,0,0,0,4,1,0,1,0,4,2,3,3960
4,0,0,0,4,2,0,1,2,2,2,3,579
4,0,0,0,4,2,0,1,2,3,2,3,5291
4,0,0,0,4,2,0,1,2,4,2,3,3892
4,0,0,0,4,2,0,1,2,4,2,0,349
4,0,0,0,4,2,0,1,0,2,2,3,593
4,0,0,0,4,2,0,1,0,3,2,3,5256
4,0,0,0,4,2,0,1,0,3,2,0,831
4,0,0,0,4,2,0,1,0,5,2,3,395
4,0,0,0,4,3,0,1,2,3,2,3,5564
4,0,0,0,4,3,0,1,2,4,2,3,4462
4,0,0,0,4,3,0,1,0,3,2,3,5574
4,0,0,0,4,3,0,1,0,4,2,3,4292
4,0,0,0,4,4,0,1,2,3,2,3,5518
4,0,0,0,4,4,0,1,2,3,2,0,933
4,0,0,0,4,4,0,1,2,4,2,3,4441
4,0,0,0,4,4,0,1,0,3,2,3,5372
4,0,0,0,4,4,0,1,0,3,2,0,1050
4,0,0,0,4,4,0,1,0,4,2,3,4433
4,0,0,0,4,0,1,1,2,3,2,3,2862
4,0,0,0,4,0,1,1,0,4,2,3,1897
4,0,0,0,4,0,0,1,2,2,2,3,6056
4,0,0,0,4,0,0,1,2,3,2,3,59420
4,0,0,0,4,0,0,1,2,3,3,3,244
4,0,0,0,4,0,0,1,2,4,2,3,43202
4,0,0,0,4,0,0,1,2,4,2,0,3024
4,0,0,0,4,0,0,1,0,2,2,3,6053
4,0,0,0,4,0,0,1,0,3,2,3,59802
4,0,0,0,4,0,0,1,0,3,2,0,6709
4,0,0,0,4,0,0,1,0,4,2,3,42690
5,5,5,5,4,5,5,2,0,3,2,3,1207
0,0,0,1,2,0,1,1,2,3,2,3,5351
0,0,0,1,2,0,1,1,2,3,2,0,1314
0,0,0,1,2,0,1,1,2,0,1,0,7895
0,0,0,1,2,0,1,1,0,2,2,0,179
0,0,0,1,2,0,1,1,0,3,2,3,5385
0,0,0,1,2,0,1,1,0,4,2,3,3442
0,0,0,1,2,0,1,1,0,4,2,0,647
0,0,0,1,2,0,1,1,0,0,1,0,7912
0,0,0,1,2,0,2,1,2,0,1,0,1158
0,0,0,1,2,0,2,1,0,0,1,0,1160
0,0,0,1,2,0,0,1,2,2,2,3,7392
0,0,0,1,2,0,0,1,2,2,2,0,1927
0,0,0,1,2,0,0,1,2,3,2,3,60227
0,0,0,1,2,0,0,1,2,3,2,0,17303
0,0,0,1,2,0,0,1,2,3,3,3,228
0,0,0,1,2,0,0,1,2,4,2,3,42316
0,0,0,1,2,0,0,1,2,4,2,0,8016
0,0,0,1,2,0,0,1,2,5,2,3,4175
0,0,0,1,2,0,0,1,2,0,1,0,92516
0,0,0,1,2,0,0,1,0,2,2,3,7391
0,0,0,1,2,0,0,1,0,3,2,3,60387
0,0,0,1,2,0,0,1,0,3,2,0,17544
0,0,0,1,2,0,0,1,0,4,2,3,42209
0,0,0,1,2,0,0,1,0,4,2,0,8083
0,0,0,1,2,0,0,1,0,5,2,3,4081
0,0,0,1,2,0,0,1,0,0,1,0,92769
0,0,0,1,3,0,0,1,2,3,2,3,7999
0,0,0,1,3,0,0,1,2,4,2,0,913
0,0,0,1,3,0,0,1,2,0,1,0,12764
0,0,0,1,3,0,0,1,0,3,2,3,7953
0,0,0,1,3,0,0,1,0,3,2,0,1978
0,0,0,1,3,0,0,1,0,4,2,3,5438
0,0,0,1,3,0,0,1,0,0,1,0,12794
0,0,0,2,2,0,0,1,2,2,2,3,1557
0,0,0,2,2,0,0,1,2,3,2,3,12072
0,0,0,2,2,0,0,1,2,4,2,3,8791
0,0,0,2,2,0,0,1,2,4,2,0,1893
0,0,0,2,2,0,0,1,2,0,1,0,19029
0,0,0,2,2,0,0,1,0,2,2,3,1580
0,0,0,2,2,0,0,1,0,3,2,3,12029
0,0,0,2,2,0,0,1,0,3,2,0,4244
0,0,0,2,2,0,0,1,0,4,2,3,8751
0,0,0,2,2,0,0,1,0,5,2,3,878
0,0,0,2,2,0,0,1,0,0,1,0,19105
0,0,0,3,2,0,0,1,2,0,1,0,2749
0,0,0,3,2,0,0,1,0,0,1,0,2760
0,0,0,0,2,0,1,1,2,2,2,3,19411
0,0,0,0,2,0,1,1,2,2,2,0,6339
0,0,0,0,2,0,1,1,2,3,2,3,190228
0,0,0,0,2,0,1,1,2,3,2,0,47256
0,0,0,0,2,0,1,1,2,4,2,3,129988
0,0,0,0,2,0,1,1,2,4,2,0,23994
0,0,0,0,2,0,1,1,2,4,3,3,448
0,0,0,0,2,0,1,1,2,5,2,3,12753
0,0,0,0,2,0,1,1,2,0,1,0,281329
0,0,0,0,2,0,1,1,0,2,2,3,19366
0,0,0,0,2,0,1,1,0,3,2,3,190236
0,0,0,0,2,0,1,1,0,3,2,0,47928
0,0,0,0,2,0,1,1,0,3,3,3,293
0,0,0,0,2,0,1,1,0,4,2,3,129857
0,0,0,0,2,0,1,1,0,4,2,0,23866
0,0,0,0,2,0,1,1,0,5,2,3,12722
0,0,0,0,2,0,1,1,0,0,1,0,282446
0,0,0,0,2,0,2,1,2,3,2,3,41126
0,0,0,0,2,0,2,1,2,3,2,0,10019
0,0,0,0,2,0,2,1,2,4,2,3,29454
0,0,0,0,2,0,2,1,2,4,2,0,5554
0,0,0,0,2,0,2,1,2,5,2,3,2850
0,0,0,0,2,0,2,1,2,0,1,0,60521
0,0,0,0,2,0,2,1,0,2,2,3,3814
0,0,0,0,2,0,2,1,0,3,2,3,41271
0,0,0,0,2,0,2,1,0,4,2,3,29326
0,0,0,0,2,0,2,1,0,4,2,0,5420
0,0,0,0,2,0,2,1,0,5,2,3,2805
0,0,0,0,2,0,2,1,0,0,1,0,60725
0,0,0,0,2,0,3,1,2,3,2,3,6806
0,0,0,0,2,0,3,1,2,0,1,0,10141
0,0,0,0,2,0,3,1,0,4,2,3,5356
0,0,0,0,2,0,3,1,0,0,1,0,10173
0,0,0,0,2,0,5,1,2,3,2,3,4770
0,0,0,0,2,0,5,1,2,3,2,0,955
0,0,0,0,2,0,5,1,0,3,2,3,4768
0,0,0,0,2,0,5,1,0,4,2,3,3567
0,0,0,0,2,0,5,1,0,4,2,0,534
0,0,0,0,2,0,0,1,2,2,2,3,485996
0,0,0,0,2,0,0,1,2,2,2,0,128860
0,0,0,0,2,0,0,1,2,3,2,3,4681926
0,0,0,0,2,0,0,1,2,3,2,0,1009826
0,0,0,0,2,0,0,1,2,3,3,3,15620
0,0,0,0,2,0,0,1,2,4,2,3,3218291
0,0,0,0,2,0,0,1,2,4,2,0,485345
0,0,0,0,2,0,0,1,2,4,3,3,10806
0,0,0,0,2,0,0,1,2,5,2,3,316292
0,0,0,0,2,0,0,1,2,5,2,0,45781
0,0,0,0,2,0,0,1,2,0,1,0,5767447
0,0,0,0,2,0,0,1,0,2,2,3,486317
0,0,0,0,2,0,0,1,0,2,2,0,130774
0,0,0,0,2,0,0,1,0,3,2,3,4694574
0,0,0,0,2,0,0,1,0,3,2,0,1021939
0,0,0,0,2,0,0,1,0,4,2,3,3207775
0,0,0,0,2,0,0,1,0,4,2,0,484766
0,0,0,0,2,0,0,1,0,5,2,3,314329
0,0,0,0,2,0,0,1,0,5,2,0,45328
0,0,0,0,2,0,0,1,0,5,3,3,736183
0,0,0,0,2,0,0,1,0,0,1,0,5783345
0,0,0,0,2,0,0,1,0,0,2,3,2797
0,0,0,0,2,0,0,1,0,0,2,0,76259
0,0,0,0,2,0,0,1,0,0,0,0,37671
0,0,0,0,3,0,1,1,2,3,2,3,24111
0,0,0,0,3,0,1,1,2,4,2,3,16845
0,0,0,0,3,0,1,1,2,0,1,0,36952
0,0,0,0,3,0,1,1,0,3,2,3,24252
0,0,0,0,3,0,1,1,0,4,2,3,16678
0,0,0,0,3,0,1,1,0,0,1,0,37034
0,0,0,0,3,0,2,1,2,4,2,3,3757
0,0,0,0,3,0,2,1,2,0,1,0,7792
0,0,0,0,3,0,2,1,0,3,2,3,5197
0,0,0,0,3,0,2,1,0,0,1,0,7809
0,0,0,0,3,0,0,1,2,2,2,3,63557
0,0,0,0,3,0,0,1,2,2,2,0,15985
0,0,0,0,3,0,0,1,2,3,2,3,703578
0,0,0,0,3,0,0,1,2,3,2,0,131433
0,0,0,0,3,0,0,1,2,3,3,3,2468
0,0,0,0,3,0,0,1,2,4,2,3,470710
0,0,0,0,3,0,0,1,2,4,2,0,63483
0,0,0,0,3,0,0,1,2,4,3,3,1603
0,0,0,0,3,0,0,1,2,5,2,3,46601
0,0,0,0,3,0,0,1,2,0,1,0,821992
0,0,0,0,3,0,0,1,0,2,2,3,63590
0,0,0,0,3,0,0,1,0,2,2,0,16310
0,0,0,0,3,0,0,1,0,3,2,3,703814
0,0,0,0,3,0,0,1,0,3,2,0,133729
0,0,0,0,3,0,0,1,0,4,2,3,469353
0,0,0,0,3,0,0,1,0,4,2,0,64487
0,0,0,0,3,0,0,1,0,5,2,3,46573
0,0,0,0,3,0,0,1,0,5,2,0,5894
0,0,0,0,3,0,0,1,0,0,1,0,824172
0,0,0,0,3,0,0,1,0,0,0,0,4290
0,0,0,0,4,1,0,1,2,0,1,0,7790
0,0,0,0,4,1,0,1,0,0,1,0,7812
0,0,0,0,4,2,0,1,2,3,2,3,1667
0,0,0,0,4,2,0,1,0,3,2,3,1701
0,0,0,0,4,0,0,1,2,2,2,3,3760
0,0,0,0,4,0,0,1,2,0,1,0,97082
0,0,0,0,4,0,0,1,0,4,2,3,21549
0,0,0,0,4,0,0,1,0,0,1,0,97201
3,0,0,0,4,1,0,1,0,4,2,3,1433
3,0,0,0,4,2,0,1,2,3,2,0,240
