2,2,2,1,1,1,1,1,0,0,0,95
2,2,2,1,1,1,1,0,1,0,0,462
2,2,2,1,1,1,1,0,0,0,0,861
2,2,2,1,1,2,2,0,2,0,0,47
2,2,2,1,1,0,0,0,0,0,0,23
2,2,2,1,0,1,1,1,1,0,0,462
2,2,2,1,0,1,1,1,0,0,0,933
2,2,2,1,0,1,1,0,1,0,0,5976
2,2,2,1,0,1,1,0,0,1,0,4442
2,2,2,1,0,1,1,0,0,0,0,13570
2,2,2,1,0,2,2,0,2,0,0,559
2,2,2,2,1,1,1,0,1,0,0,122
2,2,2,2,0,1,1,1,1,0,0,442
2,2,2,2,0,1,1,1,0,0,0,252
2,2,2,2,0,1,1,0,1,0,0,1693
2,2,2,2,0,1,1,0,0,0,1,39
2,2,2,2,0,1,1,0,0,0,0,1270
2,2,2,2,0,1,2,1,2,0,0,1
2,2,2,2,0,2,2,0,2,0,0,1024
2,2,2,0,1,1,1,1,0,0,2,2
2,2,2,0,1,1,1,1,0,0,0,858
2,2,2,0,1,1,1,0,1,0,0,962
2,2,2,0,1,1,1,0,0,1,0,3769
2,2,2,0,1,1,1,0,0,0,0,8773
2,2,2,0,0,1,1,1,1,1,0,295
2,2,2,0,0,1,1,1,1,0,0,997
2,2,2,0,0,1,1,1,0,1,0,2572
2,2,2,0,0,1,1,1,0,0,0,8838
2,2,2,0,0,1,1,0,1,1,0,4560
2,2,2,0,0,1,1,0,1,0,0,13118
2,2,2,0,0,1,1,0,0,1,0,41085
2,2,2,0,0,1,1,0,0,0,0,118596
2,2,2,0,0,2,2,0,2,1,0,141
2,2,2,0,0,0,0,0,1,0,0,165
2,2,2,0,0,0,0,0,0,1,0,275
2,2,2,0,0,0,0,0,0,0,0,1351
2,2,0,0,0,1,1,0,0,0,0,232
2,0,0,0,0,1,1,0,0,0,0,9
0,2,2,1,1,1,1,1,0,0,0,114
0,2,2,1,1,1,1,0,1,0,0,576
0,2,2,1,1,1,1,0,0,0,0,1111
0,2,2,1,0,1,1,1,1,0,0,707
0,2,2,1,0,1,1,1,0,0,0,1321
0,2,2,1,0,1,1,0,1,0,0,7953
0,2,2,1,0,1,1,0,0,0,0,17672
0,2,2,1,0,2,2,1,2,0,0,73
0,2,2,1,0,2,2,0,2,0,0,784
0,2,2,2,1,2,2,0,2,0,0,81
0,2,2,2,0,1,1,1,1,0,0,493
0,2,2,2,0,1,1,1,0,0,0,341
0,2,2,2,0,1,1,0,1,0,0,1982
0,2,2,2,0,1,1,0,0,0,0,1439
0,2,2,2,0,2,2,1,2,0,0,234
0,2,2,2,0,2,2,0,2,0,0,1012
0,2,2,0,1,1,1,1,0,0,0,1126
0,2,2,0,1,1,1,0,1,0,0,1163
0,2,2,0,1,1,1,0,0,0,0,10309
0,2,2,0,1,0,0,1,0,0,0,56
0,2,2,0,0,1,1,1,0,0,0,11469
0,2,2,0,0,1,1,0,1,0,0,16061
0,2,2,0,0,1,1,0,0,0,0,149097
0,2,2,0,0,2,2,0,2,0,0,482
2,2,2,1,1,1,1,1,1,0,0,38
2,2,2,1,1,1,1,1,0,1,0,34
2,2,2,1,1,1,1,0,1,1,0,180
2,2,2,1,1,1,1,0,0,1,0,379
2,2,2,1,0,1,1,1,1,1,0,151
2,2,2,1,0,1,1,1,0,1,0,275
2,2,2,1,0,1,1,0,1,1,0,2032
2,2,2,2,1,1,1,1,0,1,0,5
2,2,2,2,1,1,1,1,0,0,0,19
2,2,2,2,1,1,1,0,0,0,0,78
2,2,2,2,0,1,1,1,0,1,0,95
2,2,2,2,0,1,1,0,0,1,0,500
2,2,2,0,1,1,1,1,1,1,0,42
2,2,2,0,1,1,1,1,1,0,0,104
2,2,2,0,1,1,1,1,0,1,0,322
2,2,2,0,1,1,1,0,1,1,0,363
2,2,2,0,1,1,1,0,0,1,3,11
2,2,2,0,1,2,2,0,2,1,0,8
2,2,2,0,1,2,2,0,2,0,0,33
2,2,2,0,2,1,1,1,1,0,0,1
2,2,2,0,2,1,1,1,0,1,0,5
2,2,2,0,2,0,0,1,0,0,0,1
2,2,2,0,0,1,1,0,1,1,3,13
2,2,2,0,0,2,2,0,2,1,3,1
2,2,2,0,0,2,2,0,2,0,0,396
2,2,2,0,0,0,1,1,0,0,0,130
2,2,2,0,0,0,0,1,0,1,0,59
2,2,2,0,0,0,0,1,0,0,0,326
2,2,0,0,0,1,1,0,0,1,0,294
2,0,0,0,0,1,1,1,0,1,0,4
0,2,2,1,1,1,1,1,1,1,0,4
0,2,2,1,1,1,1,1,1,0,0,57
0,2,2,1,0,1,1,1,0,1,0,43
0,2,2,1,0,1,1,0,0,1,0,966
0,2,2,2,1,1,1,1,0,0,0,36
0,2,2,0,1,1,1,1,1,0,0,124
0,2,2,0,1,1,1,1,0,1,0,62
0,2,2,0,1,1,1,0,1,1,0,70
0,2,2,0,1,1,1,0,0,1,0,738
0,2,2,0,0,1,1,1,1,1,0,71
0,2,2,0,0,1,1,1,1,0,0,1373
0,2,2,0,0,1,1,1,0,1,0,504
0,2,2,0,0,1,1,0,1,1,0,822
0,2,2,0,0,1,1,0,0,1,0,7961
0,2,2,0,0,1,1,0,0,0,1,1131
2,2,2,2,1,2,2,0,2,1,0,33
2,2,2,2,0,1,1,0,1,1,0,593
2,2,2,2,0,2,2,0,2,1,0,368
2,2,2,0,1,1,1,0,0,1,1,26
2,2,2,0,1,0,0,0,0,1,0,25
2,2,2,0,2,1,1,0,0,1,0,23
2,2,2,0,0,1,1,0,0,1,1,276
2,2,2,0,0,1,1,0,0,2,0,152
